task_id,source_system,department,asset_id,asset_type,corridor_id,section_id,start_km,end_km,defect_type,defect_severity,safety_criticality,failure_probability,asset_importance,operational_impact,detection_date,due_date,overdue_days,estimated_duration_minutes,minimum_block_minutes,disconnection_type,required_team,required_personnel,required_equipment,preferred_start_time,preferred_end_time,dependency_task_ids,compatible_task_ids,weather_sensitive,status,priority_score,priority_level,synthetic_data,priority_breakdown,priority_explanation
TASK-0078,TDMS,Traction Distribution,ASSET-SEC-12-0078,Sectioning Equipment,COR-04,SEC-12,47.42,48.05,Sectioning equipment fault,3,2,0.528,3,2,2026-07-10,2026-08-23,5,150,165,Power,TRD-Team-02,8,OHE Inspection Vehicle|Insulation Tester,14:00:00,17:00:00,,TASK-0130|TASK-0152,True,Pending,48.88,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 10.93, ""failure_probability"": 8.45, ""defect_severity"": 7.0, ""operational_impact"": 3.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0078 received a priority score of 48.9/100 (Medium) because it is 5 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0079,TMS,Engineering,ASSET-SEC-03-0079,Bridge Component,COR-01,SEC-03,39.29,40.32,Insufficient ballast,5,5,0.809,2,5,2026-08-15,2026-09-19,0,120,165,Track Possession,ENG-Team-03,10,Inspection Trolley|Rail Grinder,01:00:00,05:00:00,,TASK-0069|TASK-0083,True,Pending,75.34,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 2.4, ""failure_probability"": 12.94, ""defect_severity"": 14.0, ""operational_impact"": 12.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0079 received a priority score of 75.3/100 (High) because it is safety-critical, the defect severity is very high, its estimated failure probability is 81%, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0080,SMMS,Signal & Telecommunication,ASSET-SEC-06-0080,Track Circuit,COR-02,SEC-06,45.84,46.71,Track circuit instability,3,4,0.579,3,4,2026-07-02,2026-08-13,15,45,75,Track Possession,SNT-Team-03,5,Track Circuit Meter|Cable Fault Locator,14:00:00,17:00:00,,TASK-0003|TASK-0045|TASK-0175,False,Pending,71.36,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 13.6, ""failure_probability"": 9.26, ""defect_severity"": 7.0, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0080 received a priority score of 71.4/100 (High) because it has high safety criticality, it is 15 days overdue, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0081,TDMS,Traction Distribution,ASSET-SEC-14-0081,Overhead Equipment,COR-05,SEC-14,28.49,30.38,Contact wire wear,4,3,0.679,3,4,2026-07-26,2026-08-01,27,45,90,Power and Track,TRD-Team-01,8,OHE Inspection Vehicle|Tower Wagon,22:00:00,23:59:00,,TASK-0124,True,Pending,69.36,High,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 10.86, ""defect_severity"": 10.5, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0081 received a priority score of 69.4/100 (High) because it is 27 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0082,TMS,Engineering,ASSET-SEC-15-0082,Rail,COR-05,SEC-15,52.44,53.9,Rail surface defect,4,1,0.479,3,1,2026-07-14,2026-07-18,41,120,135,Power and Track,ENG-Team-03,8,Inspection Trolley|Rail Grinder,14:00:00,17:00:00,,,False,Pending,44.16,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 7.66, ""defect_severity"": 10.5, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0082 received a priority score of 44.2/100 (Low) because it is 41 days overdue, and the defect severity is high."
TASK-0083,SMMS,Signal & Telecommunication,ASSET-SEC-03-0083,Axle Counter,COR-01,SEC-03,37.19,39.96,Axle counter mismatch,2,4,0.532,5,5,2026-06-28,2026-08-14,14,30,45,Track Possession,SNT-Team-02,2,Cable Fault Locator,00:00:00,04:00:00,,TASK-0069|TASK-0079|TASK-0172,False,Pending,73.84,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 13.33, ""failure_probability"": 8.51, ""defect_severity"": 3.5, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0083 received a priority score of 73.8/100 (High) because it has high safety criticality, it is 14 days overdue, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0084,TDMS,Traction Distribution,ASSET-SEC-04-0084,Overhead Equipment,COR-02,SEC-04,4.67,5.0,Contact wire wear,5,4,0.736,3,4,2026-07-05,2026-08-17,11,120,165,Power,TRD-Team-03,6,Insulation Tester,22:00:00,23:59:00,,,True,Pending,73.81,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 12.53, ""failure_probability"": 11.78, ""defect_severity"": 14.0, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0084 received a priority score of 73.8/100 (High) because it has high safety criticality, it is 11 days overdue, the defect severity is very high, its estimated failure probability is 74%, and it can materially affect railway operations."
TASK-0085,TMS,Engineering,ASSET-SEC-07-0085,Ballast,COR-03,SEC-07,3.65,5.72,Damaged sleeper,1,5,0.536,4,3,2026-06-21,2026-07-17,42,180,225,Track Possession,ENG-Team-03,4,Rail Grinder|Tamping Machine,00:00:00,04:00:00,,,False,Pending,64.58,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 8.58, ""defect_severity"": 0.0, ""operational_impact"": 6.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0085 received a priority score of 64.6/100 (Medium) because it is safety-critical, and it is 42 days overdue."
TASK-0086,SMMS,Signal & Telecommunication,ASSET-SEC-02-0086,Track Circuit,COR-01,SEC-02,24.21,26.46,Track circuit instability,5,4,0.753,2,2,2026-06-08,2026-06-17,72,60,105,Signalling,SNT-Team-03,5,Track Circuit Meter|Axle Counter Tester,10:30:00,13:30:00,,TASK-0027,True,Pending,71.55,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 12.05, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0086 received a priority score of 71.5/100 (High) because it has high safety criticality, it is 72 days overdue, the defect severity is very high, its estimated failure probability is 75%, and it can potentially be bundled with 1 cross-department task."
TASK-0087,TDMS,Traction Distribution,ASSET-SEC-04-0087,Overhead Equipment,COR-02,SEC-04,0.68,1.44,Contact wire wear,3,5,0.7,3,1,2026-08-22,2026-09-14,0,150,180,Power and Track,TRD-Team-02,6,Contact Wire Gauge,10:30:00,13:30:00,,,True,Pending,55.8,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 5.6, ""failure_probability"": 11.2, ""defect_severity"": 7.0, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0087 received a priority score of 55.8/100 (Medium) because it is safety-critical, and its estimated failure probability is 70%."
TASK-0088,TMS,Engineering,ASSET-SEC-06-0088,Sleepers,COR-02,SEC-06,41.65,42.97,Worn crossing,4,3,0.783,4,1,2026-07-02,2026-08-31,0,150,195,Track Possession,ENG-Team-03,6,Rail Grinder|Tamping Machine,14:00:00,17:00:00,,,False,Pending,48.43,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 12.53, ""defect_severity"": 10.5, ""operational_impact"": 0.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0088 received a priority score of 48.4/100 (Medium) because the defect severity is high, and its estimated failure probability is 78%."
TASK-0089,SMMS,Signal & Telecommunication,ASSET-SEC-06-0089,Axle Counter,COR-02,SEC-06,35.8,36.92,Axle counter mismatch,4,5,0.879,3,5,2026-07-21,2026-08-12,16,45,90,Signalling,SNT-Team-02,2,Signal Tester|Axle Counter Tester,14:00:00,17:00:00,,,True,Pending,82.43,Critical,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 13.87, ""failure_probability"": 14.06, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0089 received a priority score of 82.4/100 (Critical) because it is safety-critical, it is 16 days overdue, the defect severity is high, its estimated failure probability is 88%, and it can materially affect railway operations."
TASK-0090,TDMS,Traction Distribution,ASSET-SEC-11-0090,Overhead Equipment,COR-04,SEC-11,21.0,22.64,Contact wire wear,1,2,0.372,3,4,2026-06-02,2026-06-15,74,120,135,Power and Track,TRD-Team-01,4,Contact Wire Gauge,01:00:00,05:00:00,,,False,Pending,46.45,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 5.95, ""defect_severity"": 0.0, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0090 received a priority score of 46.5/100 (Medium) because it is 74 days overdue, and it can materially affect railway operations."
TASK-0091,TMS,Engineering,ASSET-SEC-06-0091,Rail,COR-02,SEC-06,40.51,42.85,Rail surface defect,5,4,0.82,5,4,2026-06-15,2026-06-26,63,120,135,Power and Track,ENG-Team-01,8,Ultrasonic Rail Tester,00:00:00,04:00:00,,TASK-0036,False,Pending,84.62,Critical,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 13.12, ""defect_severity"": 14.0, ""operational_impact"": 9.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0091 received a priority score of 84.6/100 (Critical) because it has high safety criticality, it is 63 days overdue, the defect severity is very high, its estimated failure probability is 82%, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0092,SMMS,Signal & Telecommunication,ASSET-SEC-12-0092,Point Machine,COR-04,SEC-12,38.81,41.8,Point machine response delay,4,2,0.491,3,1,2026-07-22,2026-09-07,0,30,60,Track Possession,SNT-Team-03,4,Axle Counter Tester,01:00:00,05:00:00,,TASK-0142,False,Pending,38.26,Low,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 2.4, ""failure_probability"": 7.86, ""defect_severity"": 10.5, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0092 received a priority score of 38.3/100 (Low) because the defect severity is high, and it can potentially be bundled with 1 cross-department task."
TASK-0093,TDMS,Traction Distribution,ASSET-SEC-14-0093,Contact Wire,COR-05,SEC-14,27.54,29.73,Insulator degradation,2,3,0.467,5,5,2026-05-30,2026-07-12,47,45,60,Power,TRD-Team-02,4,OHE Inspection Vehicle|Insulation Tester,01:00:00,05:00:00,TASK-0081,TASK-0124|TASK-0200,False,Pending,67.97,High,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 7.47, ""defect_severity"": 3.5, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0093 received a priority score of 68.0/100 (High) because it is 47 days overdue, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0094,TMS,Engineering,ASSET-SEC-02-0094,Rail,COR-01,SEC-02,19.18,20.49,Rail surface defect,4,4,0.826,5,3,2026-06-27,2026-08-02,26,60,75,Track Possession,ENG-Team-03,6,Ultrasonic Rail Tester|Tamping Machine,10:30:00,13:30:00,,,False,Pending,76.22,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 13.22, ""defect_severity"": 10.5, ""operational_impact"": 6.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0094 received a priority score of 76.2/100 (High) because it has high safety criticality, it is 26 days overdue, the defect severity is high, and its estimated failure probability is 83%."
TASK-0095,SMMS,Signal & Telecommunication,ASSET-SEC-03-0095,Track Circuit,COR-01,SEC-03,44.29,47.04,Track circuit instability,1,5,0.438,3,2,2026-08-20,2026-10-15,0,45,60,Track Possession,SNT-Team-03,4,Axle Counter Tester|Signal Tester,10:30:00,13:30:00,,TASK-0039,False,Pending,46.41,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 2.4, ""failure_probability"": 7.01, ""defect_severity"": 0.0, ""operational_impact"": 3.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0095 received a priority score of 46.4/100 (Medium) because it is safety-critical, and it can potentially be bundled with 1 cross-department task."
TASK-0096,TDMS,Traction Distribution,ASSET-SEC-05-0096,Insulator,COR-02,SEC-05,26.75,27.21,Feeder voltage anomaly,5,5,0.839,1,1,2026-06-06,2026-06-19,70,150,195,Power and Track,TRD-Team-03,6,OHE Inspection Vehicle,22:00:00,23:59:00,,TASK-0043|TASK-0047|TASK-0067,False,Pending,77.42,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 13.42, ""defect_severity"": 14.0, ""operational_impact"": 0.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0096 received a priority score of 77.4/100 (High) because it is safety-critical, it is 70 days overdue, the defect severity is very high, its estimated failure probability is 84%, and it can potentially be bundled with 3 cross-department tasks."
TASK-0097,TMS,Engineering,ASSET-SEC-13-0097,Ballast,COR-05,SEC-13,13.45,15.38,Damaged sleeper,5,4,0.88,1,2,2026-08-24,2026-09-27,0,120,150,Track Possession,ENG-Team-02,10,Ultrasonic Rail Tester|Rail Grinder,01:00:00,05:00:00,,,False,Pending,55.98,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 14.08, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0097 received a priority score of 56.0/100 (Medium) because it has high safety criticality, the defect severity is very high, and its estimated failure probability is 88%."
TASK-0098,SMMS,Signal & Telecommunication,ASSET-SEC-06-0098,Signal,COR-02,SEC-06,44.62,45.7,Intermittent signal failure,3,4,0.553,1,3,2026-07-18,2026-09-05,0,60,105,Signalling,SNT-Team-01,3,Cable Fault Locator|Track Circuit Meter,22:00:00,23:59:00,,TASK-0003,True,Pending,48.75,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 8.85, ""defect_severity"": 7.0, ""operational_impact"": 6.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0098 received a priority score of 48.8/100 (Medium) because it has high safety criticality, and it can potentially be bundled with 1 cross-department task."
TASK-0099,TDMS,Traction Distribution,ASSET-SEC-05-0099,Feeder,COR-02,SEC-05,32.54,33.83,OHE alignment deviation,2,3,0.573,4,1,2026-07-05,2026-07-23,36,90,105,Power,TRD-Team-02,8,Tower Wagon|Insulation Tester,01:00:00,05:00:00,,TASK-0014,False,Pending,53.67,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 9.17, ""defect_severity"": 3.5, ""operational_impact"": 0.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0099 received a priority score of 53.7/100 (Medium) because it is 36 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0100,TMS,Engineering,ASSET-SEC-04-0100,Points and Crossings,COR-02,SEC-04,9.04,9.38,Track geometry deviation,5,4,0.791,3,1,2026-07-22,2026-08-25,3,60,75,Track Possession,ENG-Team-01,6,Tamping Machine|Inspection Trolley,14:00:00,17:00:00,,TASK-0024|TASK-0123|TASK-0197,False,Pending,69.56,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 10.4, ""failure_probability"": 12.66, ""defect_severity"": 14.0, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0100 received a priority score of 69.6/100 (High) because it has high safety criticality, it is 3 days overdue, the defect severity is very high, its estimated failure probability is 79%, and it can potentially be bundled with 3 cross-department tasks."
TASK-0101,SMMS,Signal & Telecommunication,ASSET-SEC-05-0101,Axle Counter,COR-02,SEC-05,17.29,18.9,Axle counter mismatch,5,5,0.83,5,5,2026-06-18,2026-07-08,51,30,60,Signalling,SNT-Team-03,2,Cable Fault Locator|Signal Tester,10:30:00,13:30:00,,TASK-0127,True,Pending,93.28,Critical,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 13.28, ""defect_severity"": 14.0, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0101 received a priority score of 93.3/100 (Critical) because it is safety-critical, it is 51 days overdue, the defect severity is very high, its estimated failure probability is 83%, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0102,TDMS,Traction Distribution,ASSET-SEC-03-0102,Insulator,COR-01,SEC-03,49.34,51.79,Feeder voltage anomaly,2,5,0.723,5,3,2026-06-22,2026-07-24,35,60,90,Power and Track,TRD-Team-02,8,Tower Wagon,22:00:00,23:59:00,,TASK-0134|TASK-0176,False,Pending,77.07,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 11.57, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0102 received a priority score of 77.1/100 (High) because it is safety-critical, it is 35 days overdue, its estimated failure probability is 72%, and it can potentially be bundled with 2 cross-department tasks."
TASK-0103,TMS,Engineering,ASSET-SEC-05-0103,Sleepers,COR-02,SEC-05,24.31,24.56,Worn crossing,1,4,0.466,5,4,2026-07-16,2026-08-31,0,60,105,Track Possession,ENG-Team-03,10,Rail Grinder,14:00:00,17:00:00,,,True,Pending,49.36,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 7.46, ""defect_severity"": 0.0, ""operational_impact"": 9.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0103 received a priority score of 49.4/100 (Medium) because it has high safety criticality, and it can materially affect railway operations."
TASK-0104,SMMS,Signal & Telecommunication,ASSET-SEC-11-0104,Track Circuit,COR-04,SEC-11,18.38,20.18,Track circuit instability,2,1,0.29,1,2,2026-05-30,2026-06-09,80,90,105,Track Possession,SNT-Team-01,4,Track Circuit Meter|Axle Counter Tester,14:00:00,17:00:00,,TASK-0001|TASK-0025,False,Pending,37.14,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 4.64, ""defect_severity"": 3.5, ""operational_impact"": 3.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0104 received a priority score of 37.1/100 (Low) because it is 80 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0105,TDMS,Traction Distribution,ASSET-SEC-08-0105,Contact Wire,COR-03,SEC-08,29.98,31.06,Insulator degradation,5,4,0.857,5,3,2026-08-05,2026-09-06,0,90,135,Power,TRD-Team-02,6,Contact Wire Gauge,14:00:00,17:00:00,,TASK-0049,False,Pending,68.61,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 13.71, ""defect_severity"": 14.0, ""operational_impact"": 6.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0105 received a priority score of 68.6/100 (High) because it has high safety criticality, the defect severity is very high, its estimated failure probability is 86%, and it can potentially be bundled with 1 cross-department task."
TASK-0106,TMS,Engineering,ASSET-SEC-12-0106,Sleepers,COR-04,SEC-12,43.34,44.43,Worn crossing,3,3,0.47,1,3,2026-07-14,2026-08-21,7,180,210,Power and Track,ENG-Team-01,8,Tamping Machine,14:00:00,17:00:00,,TASK-0002,False,Pending,50.99,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 11.47, ""failure_probability"": 7.52, ""defect_severity"": 7.0, ""operational_impact"": 6.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0106 received a priority score of 51.0/100 (Medium) because it is 7 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0107,SMMS,Signal & Telecommunication,ASSET-SEC-11-0107,Communication Cable,COR-04,SEC-11,18.6,20.14,Communication link degradation,5,4,0.953,1,5,2026-08-02,2026-09-26,0,60,75,Signalling,SNT-Team-03,3,Cable Fault Locator,00:00:00,04:00:00,,TASK-0025,True,Pending,68.15,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 15.25, ""defect_severity"": 14.0, ""operational_impact"": 12.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0107 received a priority score of 68.2/100 (High) because it has high safety criticality, the defect severity is very high, its estimated failure probability is 95%, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0108,TDMS,Traction Distribution,ASSET-SEC-07-0108,Feeder,COR-03,SEC-07,6.44,7.96,OHE alignment deviation,2,1,0.421,3,3,2026-06-01,2026-07-23,36,60,90,Power and Track,TRD-Team-01,3,Contact Wire Gauge,14:00:00,17:00:00,,TASK-0004,False,Pending,44.24,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 6.74, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0108 received a priority score of 44.2/100 (Low) because it is 36 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0109,TMS,Engineering,ASSET-SEC-04-0109,Points and Crossings,COR-02,SEC-04,8.29,10.51,Track geometry deviation,4,2,0.693,3,5,2026-08-23,2026-09-06,0,60,90,Power and Track,ENG-Team-01,8,Rail Grinder|Ultrasonic Rail Tester,14:00:00,17:00:00,,TASK-0024|TASK-0123|TASK-0197,True,Pending,64.69,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 9.6, ""failure_probability"": 11.09, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0109 received a priority score of 64.7/100 (Medium) because its maintenance deadline is close, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0110,SMMS,Signal & Telecommunication,ASSET-SEC-11-0110,Point Machine,COR-04,SEC-11,23.19,24.77,Point machine response delay,5,4,0.788,3,3,2026-08-10,2026-10-06,0,30,60,Track Possession,SNT-Team-03,3,Cable Fault Locator|Signal Tester,01:00:00,05:00:00,TASK-0104,,False,Pending,61.51,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 12.61, ""defect_severity"": 14.0, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0110 received a priority score of 61.5/100 (Medium) because it has high safety criticality, the defect severity is very high, and its estimated failure probability is 79%."
TASK-0111,TDMS,Traction Distribution,ASSET-SEC-14-0111,Feeder,COR-05,SEC-14,38.37,39.71,OHE alignment deviation,3,1,0.38,3,4,2026-07-04,2026-08-08,20,45,60,Power,TRD-Team-02,6,Insulation Tester|OHE Inspection Vehicle,01:00:00,05:00:00,TASK-0081,,False,Pending,47.01,Medium,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 14.93, ""failure_probability"": 6.08, ""defect_severity"": 7.0, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0111 received a priority score of 47.0/100 (Medium) because it is 20 days overdue, and it can materially affect railway operations."
TASK-0112,TMS,Engineering,ASSET-SEC-05-0112,Points and Crossings,COR-02,SEC-05,26.19,27.99,Track geometry deviation,3,2,0.376,1,3,2026-07-25,2026-09-07,0,60,90,Track Possession,ENG-Team-03,6,Tamping Machine|Ultrasonic Rail Tester,10:30:00,13:30:00,,TASK-0047|TASK-0096,True,Pending,36.92,Low,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 2.4, ""failure_probability"": 6.02, ""defect_severity"": 7.0, ""operational_impact"": 6.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}",TASK-0112 received a priority score of 36.9/100 (Low) because it can potentially be bundled with 2 cross-department tasks.
TASK-0113,SMMS,Signal & Telecommunication,ASSET-SEC-03-0113,Track Circuit,COR-01,SEC-03,45.11,46.58,Track circuit instability,4,5,0.928,5,3,2026-06-11,2026-07-07,52,120,165,Signalling,SNT-Team-03,2,Track Circuit Meter,01:00:00,05:00:00,,,True,Pending,83.35,Critical,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 14.85, ""defect_severity"": 10.5, ""operational_impact"": 6.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0113 received a priority score of 83.3/100 (Critical) because it is safety-critical, it is 52 days overdue, the defect severity is high, and its estimated failure probability is 93%."
TASK-0114,TDMS,Traction Distribution,ASSET-SEC-09-0114,Sectioning Equipment,COR-03,SEC-09,58.46,59.13,Sectioning equipment fault,2,3,0.554,4,1,2026-06-20,2026-07-02,57,120,135,Power,TRD-Team-01,8,OHE Inspection Vehicle|Contact Wire Gauge,01:00:00,05:00:00,,,False,Pending,51.36,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 8.86, ""defect_severity"": 3.5, ""operational_impact"": 0.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0114 received a priority score of 51.4/100 (Medium) because it is 57 days overdue.
TASK-0115,TMS,Engineering,ASSET-SEC-01-0115,Bridge Component,COR-01,SEC-01,9.78,11.86,Insufficient ballast,1,4,0.384,4,3,2026-07-19,2026-09-06,0,60,105,Power and Track,ENG-Team-01,4,Rail Grinder,01:00:00,05:00:00,,,False,Pending,43.04,Low,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 6.14, ""defect_severity"": 0.0, ""operational_impact"": 6.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0115 received a priority score of 43.0/100 (Low) because it has high safety criticality.
