task_id,source_system,department,asset_id,asset_type,corridor_id,section_id,start_km,end_km,defect_type,defect_severity,safety_criticality,failure_probability,asset_importance,operational_impact,detection_date,due_date,overdue_days,estimated_duration_minutes,minimum_block_minutes,disconnection_type,required_team,required_personnel,required_equipment,preferred_start_time,preferred_end_time,dependency_task_ids,compatible_task_ids,weather_sensitive,status,priority_score,priority_level,synthetic_data
TASK-0169,TMS,Engineering,ASSET-SEC-13-0169,Points and Crossings,COR-05,SEC-13,23.09,23.38,Track geometry deviation,1,5,0.547,3,1,2026-07-07,2026-08-02,26,60,75,Track Possession,ENG-Team-02,4,Inspection Trolley|Rail Grinder,00:00:00,04:00:00,,TASK-0051,True,Pending,,,True
TASK-0170,SMMS,Signal & Telecommunication,ASSET-SEC-10-0170,Axle Counter,COR-04,SEC-10,6.06,8.29,Axle counter mismatch,4,4,0.663,5,5,2026-06-25,2026-06-29,60,45,60,Track Possession,SNT-Team-01,4,Cable Fault Locator|Signal Tester,10:30:00,13:30:00,,TASK-0054|TASK-0064|TASK-0070,False,Pending,,,True
TASK-0171,TDMS,Traction Distribution,ASSET-SEC-15-0171,Overhead Equipment,COR-05,SEC-15,60.49,60.86,Contact wire wear,2,4,0.47,5,4,2026-07-23,2026-08-19,9,150,165,Power,TRD-Team-03,6,Contact Wire Gauge|Insulation Tester,22:00:00,23:59:00,TASK-0048,TASK-0059|TASK-0074,False,Pending,,,True
TASK-0172,TMS,Engineering,ASSET-SEC-03-0172,Bridge Component,COR-01,SEC-03,36.97,38.84,Insufficient ballast,3,1,0.482,1,2,2026-08-24,2026-10-23,0,150,195,Power and Track,ENG-Team-01,8,Inspection Trolley,10:30:00,13:30:00,,TASK-0083|TASK-0185,False,Pending,,,True
TASK-0173,SMMS,Signal & Telecommunication,ASSET-SEC-13-0173,Communication Cable,COR-05,SEC-13,21.56,21.89,Communication link degradation,4,3,0.774,1,3,2026-07-30,2026-09-07,0,45,60,Track Possession,SNT-Team-03,3,Axle Counter Tester|Track Circuit Meter,01:00:00,05:00:00,,TASK-0076,False,Pending,,,True
TASK-0174,TDMS,Traction Distribution,ASSET-SEC-04-0174,Sectioning Equipment,COR-02,SEC-04,12.97,15.44,Sectioning equipment fault,3,2,0.483,5,4,2026-06-25,2026-08-01,27,45,60,Power,TRD-Team-02,4,OHE Inspection Vehicle,01:00:00,05:00:00,,TASK-0131,False,Pending,,,True
TASK-0175,TMS,Engineering,ASSET-SEC-06-0175,Sleepers,COR-02,SEC-06,46.55,49.32,Worn crossing,1,2,0.307,4,5,2026-07-17,2026-07-23,36,90,105,Track Possession,ENG-Team-02,8,Tamping Machine,22:00:00,23:59:00,,TASK-0003|TASK-0045|TASK-0065,False,Pending,,,True
TASK-0176,SMMS,Signal & Telecommunication,ASSET-SEC-03-0176,Axle Counter,COR-01,SEC-03,49.68,51.1,Axle counter mismatch,3,2,0.537,4,3,2026-06-07,2026-07-11,48,120,165,Track Possession,SNT-Team-03,4,Cable Fault Locator,22:00:00,23:59:00,,TASK-0102|TASK-0192,False,Pending,,,True
TASK-0177,TDMS,Traction Distribution,ASSET-SEC-12-0177,Sectioning Equipment,COR-04,SEC-12,31.03,33.2,Sectioning equipment fault,5,4,0.766,2,3,2026-06-15,2026-07-13,46,90,135,Power and Track,TRD-Team-01,4,Tower Wagon,01:00:00,05:00:00,TASK-0141,,False,Pending,,,True
TASK-0178,TMS,Engineering,ASSET-SEC-06-0178,Sleepers,COR-02,SEC-06,36.94,39.62,Worn crossing,3,4,0.523,1,1,2026-08-16,2026-10-10,0,90,105,Track Possession,ENG-Team-02,10,Rail Grinder|Tamping Machine,00:00:00,04:00:00,,TASK-0036,False,Pending,,,True
TASK-0179,SMMS,Signal & Telecommunication,ASSET-SEC-15-0179,Track Circuit,COR-05,SEC-15,57.14,59.81,Track circuit instability,4,1,0.587,3,1,2026-07-14,2026-08-20,8,120,165,Signalling,SNT-Team-02,2,Signal Tester|Track Circuit Meter,01:00:00,05:00:00,,,True,Pending,,,True
TASK-0180,TDMS,Traction Distribution,ASSET-SEC-03-0180,Feeder,COR-01,SEC-03,52.48,53.05,OHE alignment deviation,1,3,0.389,2,1,2026-08-18,2026-09-25,0,150,180,Power,TRD-Team-02,4,Tower Wagon,00:00:00,04:00:00,,,False,Pending,,,True
TASK-0181,TMS,Engineering,ASSET-SEC-07-0181,Bridge Component,COR-03,SEC-07,13.6,15.82,Insufficient ballast,3,3,0.499,3,1,2026-06-19,2026-07-08,51,60,90,Track Possession,ENG-Team-01,8,Inspection Trolley|Rail Grinder,22:00:00,23:59:00,,,False,Pending,,,True
TASK-0182,SMMS,Signal & Telecommunication,ASSET-SEC-11-0182,Point Machine,COR-04,SEC-11,24.1,24.86,Point machine response delay,2,3,0.584,3,1,2026-08-24,2026-09-09,0,90,105,Track Possession,SNT-Team-03,5,Track Circuit Meter|Axle Counter Tester,10:30:00,13:30:00,,,False,Pending,,,True
TASK-0183,TDMS,Traction Distribution,ASSET-SEC-15-0183,Contact Wire,COR-05,SEC-15,56.35,57.07,Insulator degradation,4,4,0.686,3,5,2026-08-22,2026-09-10,0,90,135,Power,TRD-Team-03,4,OHE Inspection Vehicle,00:00:00,04:00:00,,,False,Pending,,,True
TASK-0184,TMS,Engineering,ASSET-SEC-14-0184,Ballast,COR-05,SEC-14,32.71,34.37,Damaged sleeper,4,5,0.92,1,4,2026-06-20,2026-08-05,23,150,180,Track Possession,ENG-Team-01,6,Inspection Trolley,00:00:00,04:00:00,,TASK-0189,False,Pending,,,True
TASK-0185,SMMS,Signal & Telecommunication,ASSET-SEC-03-0185,Signal,COR-01,SEC-03,37.27,37.69,Intermittent signal failure,2,2,0.469,3,3,2026-06-01,2026-07-01,58,60,90,Track Possession,SNT-Team-02,2,Track Circuit Meter|Axle Counter Tester,00:00:00,04:00:00,,TASK-0172,False,Pending,,,True
TASK-0186,TDMS,Traction Distribution,ASSET-SEC-10-0186,Sectioning Equipment,COR-04,SEC-10,8.23,10.62,Sectioning equipment fault,2,2,0.402,5,3,2026-08-13,2026-09-11,0,150,165,Power,TRD-Team-02,8,Contact Wire Gauge,00:00:00,04:00:00,,TASK-0064|TASK-0070|TASK-0148,False,Pending,,,True
TASK-0187,TMS,Engineering,ASSET-SEC-10-0187,Sleepers,COR-04,SEC-10,8.53,8.83,Worn crossing,2,5,0.652,4,3,2026-07-23,2026-08-20,8,150,165,Track Possession,ENG-Team-01,8,Rail Grinder,14:00:00,17:00:00,,TASK-0161|TASK-0186,False,Pending,,,True
TASK-0188,SMMS,Signal & Telecommunication,ASSET-SEC-05-0188,Point Machine,COR-02,SEC-05,21.44,24.0,Point machine response delay,1,2,0.194,4,2,2026-05-30,2026-07-15,44,90,120,Signalling,SNT-Team-03,5,Cable Fault Locator,10:30:00,13:30:00,,TASK-0030|TASK-0151,False,Pending,,,True
TASK-0189,TDMS,Traction Distribution,ASSET-SEC-14-0189,Contact Wire,COR-05,SEC-14,32.41,32.77,Insulator degradation,3,5,0.701,1,2,2026-08-07,2026-08-14,14,150,195,Power,TRD-Team-02,3,Insulation Tester,00:00:00,04:00:00,,TASK-0184,False,Pending,,,True
TASK-0190,TMS,Engineering,ASSET-SEC-12-0190,Bridge Component,COR-04,SEC-12,34.48,35.71,Insufficient ballast,4,1,0.55,5,5,2026-06-29,2026-08-03,25,90,120,Track Possession,ENG-Team-02,6,Inspection Trolley|Ultrasonic Rail Tester,14:00:00,17:00:00,,TASK-0128|TASK-0141|TASK-0195,False,Pending,,,True
TASK-0191,SMMS,Signal & Telecommunication,ASSET-SEC-05-0191,Track Circuit,COR-02,SEC-05,29.11,31.24,Track circuit instability,4,1,0.421,4,5,2026-07-22,2026-07-26,33,120,135,Signalling,SNT-Team-03,2,Axle Counter Tester,01:00:00,05:00:00,TASK-0014,TASK-0132,False,Pending,,,True
TASK-0192,TDMS,Traction Distribution,ASSET-SEC-03-0192,Feeder,COR-01,SEC-03,48.15,50.03,OHE alignment deviation,3,5,0.801,3,2,2026-08-26,2026-09-12,0,90,135,Power,TRD-Team-02,8,Contact Wire Gauge|Insulation Tester,10:30:00,13:30:00,,TASK-0134|TASK-0176,False,Pending,,,True
TASK-0193,TMS,Engineering,ASSET-SEC-01-0193,Sleepers,COR-01,SEC-01,8.95,11.0,Worn crossing,5,5,0.871,3,3,2026-07-11,2026-08-18,10,60,90,Track Possession,ENG-Team-01,6,Tamping Machine|Inspection Trolley,00:00:00,04:00:00,,TASK-0140,False,Pending,,,True
TASK-0194,SMMS,Signal & Telecommunication,ASSET-SEC-13-0194,Point Machine,COR-05,SEC-13,20.15,22.62,Point machine response delay,3,2,0.54,1,5,2026-07-07,2026-08-21,7,90,120,Track Possession,SNT-Team-03,3,Track Circuit Meter|Axle Counter Tester,10:30:00,13:30:00,,TASK-0076,False,Pending,,,True
TASK-0195,TDMS,Traction Distribution,ASSET-SEC-12-0195,Contact Wire,COR-04,SEC-12,34.89,36.59,Insulator degradation,3,5,0.675,2,3,2026-06-28,2026-08-12,16,60,105,Power and Track,TRD-Team-03,4,OHE Inspection Vehicle|Insulation Tester,22:00:00,23:59:00,,TASK-0037|TASK-0128|TASK-0190,False,Pending,,,True
TASK-0196,TMS,Engineering,ASSET-SEC-15-0196,Bridge Component,COR-05,SEC-15,55.22,55.67,Insufficient ballast,3,4,0.717,4,1,2026-07-13,2026-07-30,29,120,150,Power and Track,ENG-Team-03,4,Ultrasonic Rail Tester|Rail Grinder,10:30:00,13:30:00,,,False,Pending,,,True
TASK-0197,SMMS,Signal & Telecommunication,ASSET-SEC-04-0197,Axle Counter,COR-02,SEC-04,7.76,10.39,Axle counter mismatch,3,4,0.534,3,2,2026-07-10,2026-08-15,13,45,60,Signalling,SNT-Team-02,4,Track Circuit Meter|Signal Tester,01:00:00,05:00:00,,TASK-0016|TASK-0024|TASK-0058,False,Pending,,,True
TASK-0198,TDMS,Traction Distribution,ASSET-SEC-03-0198,Contact Wire,COR-01,SEC-03,42.14,42.5,Insulator degradation,2,2,0.404,4,4,2026-07-01,2026-07-21,38,60,90,Power,TRD-Team-01,3,Tower Wagon|Insulation Tester,00:00:00,04:00:00,,TASK-0145,False,Pending,,,True
TASK-0199,TMS,Engineering,ASSET-SEC-12-0199,Points and Crossings,COR-04,SEC-12,37.53,37.77,Track geometry deviation,5,4,0.724,1,4,2026-07-17,2026-09-06,0,60,105,Power and Track,ENG-Team-03,8,Tamping Machine|Rail Grinder,01:00:00,05:00:00,TASK-0130,TASK-0150,True,Pending,,,True
TASK-0200,SMMS,Signal & Telecommunication,ASSET-SEC-14-0200,Axle Counter,COR-05,SEC-14,25.03,27.89,Axle counter mismatch,5,5,0.931,2,4,2026-06-30,2026-08-18,10,90,135,Signalling,SNT-Team-01,3,Axle Counter Tester|Signal Tester,01:00:00,05:00:00,,TASK-0093,False,Pending,,,True
